天数 结余 购买 工作中 cpuRatio ramRatio addcnt delcnt
534 326698873 423983 5823 0.105049 0.144308 95 80
535 326932567 233694 5828 0.105029 0.14449 82 65
536 327273936 341369 5833 0.105041 0.143902 91 63
537 327694254 420318 5841 0.104671 0.143551 107 81
538 328233236 538982 5853 0.104163 0.142145 117 64
539 328701323 468087 5860 0.103336 0.141409 117 57
540 329001254 299931 5863 0.103625 0.141632 96 71
541 329163990 162736 5868 0.104093 0.141672 97 75
542 329508945 344955 5874 0.103834 0.141167 96 70
543 329743342 234397 5878 0.103203 0.139956 101 62
544 330204222 460880 5885 0.103816 0.140268 82 72
545 330316567 112345 5888 0.104331 0.140557 88 90
546 330611828 295261 5890 0.104527 0.141004 104 85
547 330750257 138429 5894 0.104542 0.140404 97 75
548 331069985 319728 5899 0.104579 0.140258 111 88
549 331467118 397133 5908 0.103717 0.140011 102 65
550 331736072 268954 5912 0.103898 0.140012 84 72
551 332173182 437110 5918 0.103658 0.140209 99 68
552 332701094 527912 5927 0.10347 0.140104 111 71
553 333026949 325855 5933 0.103465 0.140452 99 79
554 333352804 325855 5938 0.103124 0.139595 102 60
555 333637975 285171 5943 0.102968 0.13905 94 69
556 334045198 407223 5951 0.103712 0.139318 93 79
557 334350166 304968 5957 0.104057 0.139392 109 81
558 334748065 397899 5962 0.104035 0.139401 97 71
559 335234869 486804 5971 0.104735 0.139945 87 84
560 335714667 479798 5980 0.105517 0.141045 85 69
561 336166807 452140 5989 0.105626 0.140789 97 69
562 336898607 731800 6003 0.105734 0.141609 94 64
563 337401251 502644 6009 0.105743 0.141895 83 62
564 337838459 437208 6017 0.105835 0.141708 95 67
565 338333858 495399 6025 0.106361 0.142324 98 80
566 338512108 178250 6029 0.106876 0.142807 91 90
567 338863567 351459 6032 0.106459 0.142091 102 72
568 339277460 413893 6041 0.105995 0.141926 103 65
569 339409602 132142 6043 0.105938 0.141392 90 76
570 339742972 333370 6048 0.106322 0.142028 82 71
571 340180465 437493 6054 0.105819 0.142005 112 72
572 340576581 396116 6061 0.107321 0.143019 86 93
573 340922233 345652 6067 0.107359 0.142699 99 79
574 341274172 351939 6074 0.106619 0.141666 102 56
575 341676022 401850 6081 0.10661 0.141947 96 67
576 342212105 536083 6089 0.106736 0.142697 100 77
577 342682334 470229 6096 0.106456 0.142789 101 72
578 343137197 454863 6105 0.106411 0.14228 112 70
579 343381684 244487 6108 0.106055 0.141997 106 83
580 343534713 153029 6111 0.105565 0.141418 95 63
581 343626171 91458 6113 0.105838 0.141115 92 74
582 344152551 526380 6123 0.10531 0.141056 99 58
583 344606038 453487 6129 0.106096 0.141766 86 81
584 344894092 288054 6134 0.105721 0.141846 88 67
585 345366849 472757 6141 0.105736 0.141611 98 81
586 345834553 467704 6150 0.105057 0.141103 114 61
587 346381910 547357 6158 0.105682 0.141919 102 83
588 346613025 231115 6161 0.105881 0.141343 101 82
589 346857512 244487 6164 0.105933 0.141616 101 84
590 347168287 310775 6170 0.106169 0.141768 82 67
591 347341113 172826 6172 0.106217 0.141299 96 70
592 347635991 294878 6178 0.106872 0.142175 88 86
593 347717359 81368 6181 0.10629 0.141942 95 68
594 347894855 177496 6184 0.106067 0.141837 109 84
595 348479574 584719 6195 0.106415 0.142675 99 80
596 348708598 229024 6199 0.104846 0.140941 126 62
597 348919916 211318 6202 0.104775 0.140705 90 74
598 349174493 254577 6205 0.104863 0.140664 94 71
599 349545749 371256 6209 0.104859 0.140625 88 68
600 349938755 393006 6216 0.104778 0.140227 89 66
601 349938755 0 6217 0.104934 0.140142 86 74
602 350240303 301548 6221 0.104699 0.139195 98 74
603 350462823 222520 6227 0.105248 0.139313 100 88
604 350757701 294878 6233 0.106194 0.140302 80 79
605 350839069 81368 6234 0.106315 0.140902 87 84
606 350975881 136812 6237 0.106154 0.140668 98 89
607 351225792 249911 6239 0.105349 0.140572 94 79
608 351504836 279044 6244 0.105085 0.140219 112 75
609 352022671 517835 6253 0.104959 0.140186 107 64
610 352630328 607657 6264 0.105359 0.140693 96 78
611 353113546 483218 6273 0.10512 0.140279 101 56
612 353425184 311638 6276 0.105278 0.140329 92 72
613 353837124 411940 6283 0.105611 0.140817 93 76
614 354004913 167789 6285 0.106232 0.141598 80 79
615 354086281 81368 6286 0.104878 0.140159 113 72
616 354558655 472374 6295 0.105215 0.140401 101 77
617 354708402 149747 6297 0.105363 0.141151 97 77
618 355055527 347125 6302 0.105267 0.140724 103 76
619 355472840 417313 6307 0.105517 0.140574 85 73
620 355695743 222903 6313 0.10535 0.140316 89 60
621 356367250 671507 6325 0.105191 0.141195 114 77
622 356560963 193713 6329 0.105528 0.141859 79 80
623 356824601 263638 6330 0.105079 0.141414 105 77
624 357339179 514578 6340 0.105033 0.141233 119 65
625 357623967 284788 6346 0.105097 0.141247 86 74
626 357804452 180485 6350 0.104773 0.140973 91 67
627 358190788 386336 6355 0.104859 0.141351 92 81
628 358334110 143322 6355 0.104423 0.140387 101 63
629 358907718 573608 6365 0.104089 0.139936 117 61
630 359220201 312483 6371 0.104148 0.140745 90 78
631 359647221 427020 6380 0.10409 0.140881 106 75
632 359932392 285171 6385 0.104135 0.139632 99 57
633 360369719 437327 6389 0.104699 0.139684 85 76
634 360739646 369927 6395 0.104632 0.139629 99 73
635 360968836 229190 6401 0.104831 0.139734 103 89
636 361282814 313978 6407 0.104907 0.140211 80 71
637 361877623 594809 6417 0.105645 0.141614 102 90
638 362284463 406840 6427 0.105611 0.142052 91 75
639 362827599 543136 6435 0.105147 0.141449 126 74
640 362968751 141152 6440 0.10507 0.141792 95 79
641 363827053 858302 6452 0.104928 0.141978 103 64
642 364137828 310775 6456 0.104858 0.141247 110 72
643 364300564 162736 6460 0.104574 0.140286 105 69
644 364503984 203420 6465 0.104282 0.139598 109 76
645 364900959 396975 6472 0.104255 0.139454 97 65
646 365338776 437817 6483 0.103869 0.139267 114 63
647 365704932 366156 6490 0.104257 0.138675 94 82
648 366126915 421983 6499 0.103204 0.138925 126 83
649 366412086 285171 6504 0.103277 0.139056 87 71
650 366706964 294878 6509 0.102843 0.138884 104 85
651 367148801 441837 6518 0.102886 0.138325 105 77
652 367529067 380266 6524 0.102834 0.138718 107 77
653 368180777 651710 6536 0.103233 0.1385 112 79
654 368613408 432631 6543 0.10354 0.139255 90 76
655 369225731 612323 6552 0.103928 0.139624 102 78
656 369919682 693951 6563 0.103905 0.140003 105 69
657 370204853 285171 6569 0.104747 0.140751 92 86
658 370326905 122052 6572 0.105017 0.140865 97 87
659 370581099 254194 6577 0.105302 0.140518 110 85
660 370672557 91458 6576 0.105019 0.140287 90 78
661 371129847 457290 6582 0.104943 0.14084 95 65
662 371669595 539748 6591 0.105094 0.141035 99 73
663 371964856 295261 6594 0.104777 0.141499 103 80
664 371964856 0 6593 0.105077 0.141221 82 80
665 372209343 244487 6598 0.104992 0.141092 96 70
666 372347772 138429 6602 0.105211 0.140956 81 72
667 372561282 213510 6606 0.105852 0.1411 86 80
668 372968888 407606 6612 0.10651 0.141429 89 82
669 373228889 260001 6616 0.106467 0.141898 92 81
670 373524150 295261 6620 0.106429 0.1416 93 67
671 373564834 40684 6621 0.106358 0.140759 93 79
672 373976727 411893 6628 0.106897 0.141354 77 72
673 374236728 260001 6632 0.106748 0.141451 98 85
674 374709102 472374 6642 0.106852 0.141391 108 80
675 374912522 203420 6647 0.106861 0.141234 95 75
676 375273688 361166 6653 0.106152 0.140671 100 61
677 375664694 391006 6660 0.105962 0.139887 95 64
678 376068173 403479 6666 0.105614 0.139649 110 77
679 376459933 391760 6672 0.105827 0.139987 85 75
680 376775089 315156 6677 0.105718 0.139869 93 73
681 376958005 182916 6678 0.106043 0.140243 86 69
682 377140921 182916 6681 0.105988 0.140276 82 63
683 377517550 376629 6687 0.10601 0.140677 106 88
684 377573748 56198 6684 0.10639 0.140912 93 99
685 377899986 326238 6692 0.107144 0.141972 84 80
686 378053015 153029 6697 0.106591 0.141244 115 78
687 378261488 208473 6701 0.107063 0.14148 111 99
688 378450691 189203 6702 0.107569 0.141293 93 79
689 378826937 376246 6711 0.106963 0.141433 119 93
690 378990056 163119 6710 0.106242 0.140499 96 67
691 379138575 148519 6716 0.106103 0.140621 103 73
692 379519874 381299 6720 0.106601 0.141222 87 85
693 380014655 494781 6729 0.106771 0.141338 109 82
694 380146797 132142 6730 0.107114 0.141 91 82
695 380564110 417313 6738 0.106608 0.140764 109 75
696 381119946 555836 6747 0.107009 0.141433 103 95
697 381272975 153029 6750 0.107492 0.142246 70 78
698 381678411 405436 6756 0.108088 0.143009 88 84
699 381953492 275081 6763 0.108665 0.142987 98 75
700 382202649 249157 6766 0.108209 0.142701 105 82
701 382573421 370772 6774 0.108021 0.142471 114 79
702 383199207 625786 6784 0.107848 0.142141 121 79
703 383610669 411462 6790 0.107883 0.14215 94 86
704 384033789 423120 6798 0.108373 0.142528 97 86
705 384328667 294878 6804 0.107895 0.142272 108 79
706 385060228 731561 6819 0.107972 0.14254 115 75
707 385492301 432073 6824 0.107757 0.14322 92 75
708 385729703 237402 6829 0.108297 0.143902 89 90
709 386055558 325855 6836 0.10869 0.143793 90 74
710 386694040 638482 6847 0.109472 0.144614 96 79
711 386933154 239114 6849 0.108521 0.143845 113 75
712 387202108 268954 6849 0.109002 0.143895 94 97
713 387798271 596163 6863 0.10879 0.144088 116 74
714 388210211 411940 6863 0.109098 0.144461 93 84
715 388425194 214983 6868 0.108825 0.144908 90 78
716 388574941 149747 6871 0.109549 0.145519 81 74
717 389103892 528951 6877 0.109584 0.146121 97 80
718 389394870 290978 6882 0.109147 0.146914 103 86
719 389931336 536466 6891 0.109929 0.147489 96 81
720 390108832 177496 6893 0.110349 0.147684 88 84
721 390149516 40684 6895 0.110967 0.148251 84 88
722 390190200 40684 6896 0.111146 0.148451 81 87
723 390271568 81368 6898 0.111633 0.148496 85 93
724 390393620 122052 6900 0.112008 0.14843 88 88
725 390393620 0 6900 0.112232 0.148514 80 80
726 390530432 136812 6903 0.111698 0.148269 89 79
727 390530432 0 6900 0.11177 0.148242 89 91
728 390693551 163119 6902 0.112179 0.14843 73 74
729 390789679 96128 6900 0.1128 0.149024 72 87
730 390885807 96128 6903 0.113261 0.149241 78 86
731 390885807 0 6900 0.113429 0.148917 74 79
732 390885807 0 6899 0.113528 0.148776 81 86
733 391140384 254577 6902 0.114274 0.150056 72 89
734 391140384 0 6902 0.114076 0.149993 96 93
735 391140384 0 6904 0.113866 0.150045 83 76
736 391231842 91458 6907 0.11505 0.15111 71 99
737 391385031 153189 6912 0.114288 0.151066 91 79
738 391466399 81368 6910 0.113727 0.151004 102 85
739 391507083 40684 6916 0.113998 0.151187 81 71
740 391669819 162736 6920 0.113366 0.150833 86 73
741 391883329 213510 6923 0.114247 0.151411 78 86
742 391954990 71661 6922 0.114763 0.151217 75 75
743 392046448 91458 6920 0.114849 0.151238 84 79
744 392046448 0 6921 0.114779 0.151093 90 83
745 392118109 71661 6927 0.115362 0.151508 92 85
746 392280845 162736 6928 0.115524 0.151982 88 86
747 392280845 0 6925 0.115766 0.151963 83 96
748 392280845 0 6928 0.115983 0.152014 80 78
749 392376973 96128 6928 0.116085 0.152094 73 75
750 392468431 91458 6930 0.117104 0.152945 70 101
751 392727295 258864 6938 0.116762 0.153386 90 82
752 392981489 254194 6943 0.117394 0.153618 87 87
753 393209759 228270 6946 0.11767 0.154696 76 79
754 393301217 91458 6943 0.117667 0.155041 74 83
755 393301217 0 6944 0.118309 0.155482 82 93
756 393301217 0 6944 0.11842 0.155824 72 86
757 393484133 182916 6943 0.118977 0.156953 76 87
758 393484133 0 6942 0.119129 0.156929 78 93
759 393484133 0 6940 0.119876 0.156632 70 83
760 393484133 0 6942 0.120484 0.157522 65 76
761 393484133 0 6942 0.120268 0.15777 75 73
762 393484133 0 6936 0.121558 0.159005 55 104
763 393484133 0 6934 0.121604 0.159195 68 70
764 393484133 0 6932 0.123635 0.161287 54 116
765 393484133 0 6929 0.125798 0.162513 45 95
766 393484133 0 6926 0.126165 0.162952 58 76
767 393484133 0 6923 0.126552 0.16325 56 81
768 393484133 0 6918 0.126954 0.163125 63 72
769 393484133 0 6918 0.128201 0.163876 49 86
770 393484133 0 6910 0.129413 0.164542 52 79
771 393484133 0 6910 0.130245 0.165417 59 86
772 393484133 0 6904 0.130743 0.166202 73 109
773 393484133 0 6906 0.131863 0.167275 61 93
774 393580261 96128 6905 0.132912 0.167669 62 80
775 393580261 0 6904 0.133574 0.168281 60 87
776 393580261 0 6902 0.134391 0.168604 51 81
777 393580261 0 6900 0.135612 0.169403 58 97
778 393580261 0 6899 0.135979 0.170197 57 83
779 393580261 0 6895 0.136961 0.1713 57 100
780 393580261 0 6893 0.137374 0.172169 60 93
781 393580261 0 6885 0.137593 0.172828 53 95
782 393580261 0 6885 0.138993 0.173778 58 92
783 393580261 0 6884 0.140304 0.175541 45 96
784 393580261 0 6878 0.141364 0.177381 49 113
785 393580261 0 6871 0.142501 0.17833 44 95
786 393580261 0 6872 0.143928 0.179568 55 92
787 393580261 0 6868 0.144653 0.180369 61 106
788 393580261 0 6869 0.146023 0.181051 55 90
789 393580261 0 6866 0.147153 0.182393 42 91
790 393580261 0 6859 0.148511 0.182883 45 91
791 393580261 0 6857 0.150211 0.184293 37 103
792 393580261 0 6856 0.15165 0.18557 37 87
793 393580261 0 6855 0.153366 0.18738 41 86
794 393580261 0 6851 0.154977 0.188294 41 97
795 393580261 0 6846 0.156945 0.190522 23 112
796 393580261 0 6842 0.158571 0.192512 23 100
797 393580261 0 6840 0.160769 0.194229 35 106
798 393580261 0 6835 0.162654 0.195845 32 106
799 393580261 0 6830 0.164432 0.198077 41 112
