天数 结余 购买 工作中 cpuRatio ramRatio addcnt delcnt
556 306496354 0 4151 0.311794 0.32834 29 22
557 306496354 0 4155 0.312114 0.328534 27 32
558 306496354 0 4153 0.3126 0.328271 19 22
559 306496354 0 4151 0.31269 0.328297 32 33
560 306496354 0 4149 0.311932 0.327677 25 23
561 306496354 0 4149 0.311568 0.326916 29 27
562 306496354 0 4151 0.312082 0.32696 27 27
563 306496354 0 4146 0.310652 0.325746 39 26
564 306496354 0 4148 0.311059 0.326161 35 31
565 306496354 0 4148 0.31065 0.325561 32 26
566 306496354 0 4148 0.310208 0.32471 32 21
567 306496354 0 4144 0.309502 0.324086 32 20
568 306496354 0 4143 0.308533 0.323464 31 23
569 306496354 0 4144 0.308207 0.323441 24 19
570 306496354 0 4143 0.307939 0.323191 25 25
571 306496354 0 4143 0.30639 0.321871 41 24
572 306496354 0 4143 0.306406 0.321819 30 26
573 306496354 0 4140 0.305253 0.320729 39 25
574 306496354 0 4140 0.304418 0.319692 32 21
575 306496354 0 4141 0.303741 0.318628 32 17
576 306496354 0 4139 0.303674 0.318783 27 32
577 306496354 0 4141 0.302511 0.317419 40 21
578 306496354 0 4145 0.302128 0.316734 39 22
579 306496354 0 4144 0.301459 0.316419 31 29
580 306496354 0 4145 0.302275 0.316684 24 33
581 306496354 0 4146 0.301382 0.315653 38 23
582 306496354 0 4146 0.299799 0.314305 41 17
583 306496354 0 4146 0.30053 0.314396 19 29
584 306496354 0 4144 0.300166 0.313728 32 26
585 306496354 0 4148 0.299162 0.312913 36 15
586 306496354 0 4148 0.298686 0.3129 33 30
587 306496354 0 4149 0.298053 0.31255 34 20
588 306496354 0 4149 0.297688 0.312534 34 31
589 306496354 0 4149 0.297435 0.312416 29 32
590 306496354 0 4149 0.297856 0.31278 26 33
591 306496354 0 4147 0.297994 0.313195 30 36
592 306496354 0 4148 0.2972 0.312788 33 25
593 306496354 0 4149 0.296558 0.312751 33 26
594 306496354 0 4151 0.296501 0.312704 36 29
595 306496354 0 4150 0.296606 0.313314 18 31
596 306496354 0 4146 0.295072 0.312119 35 23
597 306496354 0 4145 0.294472 0.311905 25 20
598 306496354 0 4147 0.293969 0.311671 27 18
599 306496354 0 4143 0.293112 0.310605 37 31
600 306496354 0 4143 0.292457 0.31052 35 26
601 306496354 0 4143 0.292417 0.31046 28 30
602 306496354 0 4143 0.291867 0.310032 33 36
603 306496354 0 4144 0.291564 0.309514 37 27
604 306496354 0 4145 0.29122 0.309907 23 19
605 306496354 0 4143 0.290664 0.309078 31 24
606 306496354 0 4144 0.289936 0.30843 30 27
607 306496354 0 4145 0.289256 0.308242 25 21
608 306496354 0 4145 0.289201 0.30739 33 28
609 306496354 0 4146 0.289175 0.306911 31 23
610 306496354 0 4149 0.288672 0.306705 32 23
611 306496354 0 4147 0.289555 0.307061 25 36
612 306496354 0 4148 0.28965 0.307391 22 24
613 306496354 0 4146 0.289055 0.307384 30 25
614 306496354 0 4147 0.289018 0.307457 33 27
615 306496354 0 4145 0.288351 0.30616 36 31
616 306496354 0 4142 0.28767 0.30528 29 19
617 306496354 0 4141 0.287616 0.305265 33 29
618 306496354 0 4140 0.286687 0.304502 34 24
619 306496354 0 4139 0.286629 0.303313 28 22
620 306496354 0 4138 0.286034 0.303422 33 27
621 306496354 0 4138 0.285137 0.303247 45 34
622 306496354 0 4141 0.285084 0.303376 37 31
623 306496354 0 4139 0.284581 0.30344 38 33
624 306496354 0 4142 0.283985 0.302799 36 25
625 306496354 0 4139 0.284722 0.303026 25 35
626 306496354 0 4136 0.284414 0.302931 35 33
627 306496354 0 4137 0.284358 0.302541 30 23
628 306496354 0 4140 0.284519 0.302227 33 23
629 306496354 0 4139 0.283524 0.3015 37 23
630 306496354 0 4137 0.283931 0.301764 20 31
631 306496354 0 4139 0.283491 0.301707 37 31
632 306496354 0 4138 0.282592 0.300782 30 26
633 306496354 0 4138 0.282762 0.300542 32 27
634 306496354 0 4142 0.282817 0.300253 32 30
635 306496354 0 4141 0.282432 0.300404 33 37
636 306496354 0 4140 0.281898 0.299907 20 22
637 306496354 0 4140 0.281626 0.299643 24 24
638 306496354 0 4138 0.281224 0.299645 22 22
639 306496354 0 4139 0.280853 0.299889 29 27
640 306496354 0 4138 0.280855 0.299402 27 21
641 306496354 0 4138 0.279599 0.297963 41 19
642 306496354 0 4140 0.279244 0.29796 32 23
643 306496354 0 4140 0.279958 0.297428 29 25
644 306496354 0 4139 0.278921 0.296577 34 21
645 306496354 0 4135 0.278962 0.295929 20 29
646 306496354 0 4134 0.279018 0.2964 29 33
647 306496354 0 4135 0.278705 0.296593 32 31
648 306496354 0 4137 0.278079 0.295678 37 17
649 306496354 0 4137 0.278621 0.29603 32 35
650 306496354 0 4138 0.277726 0.295814 33 22
651 306496354 0 4141 0.27681 0.295109 32 18
652 306496354 0 4140 0.276269 0.295208 21 22
653 306496354 0 4138 0.275497 0.294537 32 25
654 306496354 0 4138 0.274534 0.293704 34 18
655 306496354 0 4140 0.274517 0.293518 31 22
656 306496354 0 4138 0.273195 0.292854 31 20
657 306496354 0 4136 0.272795 0.292424 28 22
658 306496354 0 4138 0.272365 0.292391 33 27
659 306496354 0 4139 0.271749 0.291797 38 27
660 306496354 0 4138 0.270786 0.290614 38 20
661 306496354 0 4140 0.271138 0.290969 19 31
662 306496354 0 4140 0.271182 0.290866 26 22
663 306496354 0 4141 0.270292 0.290048 31 22
664 306496354 0 4143 0.271219 0.290672 32 39
665 306496354 0 4140 0.270051 0.290317 35 26
666 306496354 0 4141 0.270081 0.290103 34 29
667 306496354 0 4142 0.270243 0.289949 25 23
668 306496354 0 4141 0.270205 0.289987 28 34
669 306496354 0 4139 0.270924 0.290457 19 36
670 306496354 0 4139 0.270099 0.289628 36 25
671 306496354 0 4139 0.269555 0.289236 30 19
672 306496354 0 4139 0.269504 0.288513 31 20
673 306496354 0 4139 0.268751 0.287802 30 22
674 306496354 0 4140 0.268633 0.287255 41 27
675 306496354 0 4139 0.268081 0.286337 28 25
676 306496354 0 4141 0.267598 0.285841 30 18
677 306496354 0 4142 0.267437 0.285724 32 27
678 306496354 0 4145 0.266834 0.284766 38 25
679 306496354 0 4145 0.267198 0.284853 31 36
680 306496354 0 4144 0.266489 0.284429 27 16
681 306496354 0 4144 0.266374 0.283835 30 23
682 306496354 0 4143 0.265983 0.282957 31 22
683 306496354 0 4146 0.266639 0.283597 26 30
684 306496354 0 4144 0.266514 0.283842 33 32
685 306496354 0 4144 0.266031 0.282987 21 13
686 306496354 0 4143 0.265262 0.282642 36 28
687 306496354 0 4142 0.264715 0.280982 38 23
688 306496354 0 4144 0.264233 0.280568 35 23
689 306496354 0 4143 0.263133 0.279403 40 27
690 306496354 0 4141 0.263297 0.279578 28 29
691 306496354 0 4141 0.263799 0.279607 27 30
692 306496354 0 4139 0.264301 0.279962 26 35
693 306496354 0 4138 0.263689 0.279849 34 32
694 306496354 0 4139 0.26357 0.279583 24 18
695 306496354 0 4141 0.263708 0.278985 34 23
696 306496354 0 4139 0.262816 0.278457 32 27
697 306496354 0 4142 0.263377 0.278596 27 25
698 306496354 0 4139 0.262981 0.278261 31 28
699 306496354 0 4138 0.262522 0.277306 36 29
700 306496354 0 4136 0.261953 0.276803 38 35
701 306496354 0 4139 0.262054 0.276604 42 30
702 306496354 0 4139 0.261793 0.276162 36 37
703 306496354 0 4139 0.261121 0.275645 32 20
704 306496354 0 4142 0.260616 0.275641 37 30
705 306496354 0 4138 0.260242 0.274741 34 35
706 306496354 0 4139 0.260041 0.274188 36 31
707 306496354 0 4139 0.260108 0.273863 32 27
708 306496354 0 4140 0.259933 0.273982 23 23
709 306496354 0 4142 0.25935 0.273664 36 25
710 306496354 0 4141 0.258631 0.273275 34 36
711 306496354 0 4141 0.259606 0.273734 26 37
712 306496354 0 4143 0.259326 0.274155 32 25
713 306496354 0 4142 0.258534 0.273609 34 23
714 306496354 0 4143 0.257834 0.272963 32 21
715 306496354 0 4141 0.257796 0.273032 28 27
716 306496354 0 4143 0.257507 0.272454 29 25
717 306496354 0 4145 0.258063 0.273311 29 34
718 306496354 0 4140 0.257325 0.272927 28 30
719 306496354 0 4140 0.256898 0.273015 24 26
720 306496354 0 4141 0.257055 0.27294 32 28
721 306496354 0 4141 0.257145 0.273294 21 22
722 306496354 0 4145 0.25726 0.273631 31 34
723 306496354 0 4141 0.257197 0.273072 39 40
724 306496354 0 4142 0.256915 0.272511 34 30
725 306496354 0 4142 0.256487 0.27257 28 31
726 306496354 0 4140 0.256495 0.27205 27 26
727 306496354 0 4142 0.256174 0.272086 35 28
728 306496354 0 4145 0.256304 0.272515 33 30
729 306496354 0 4143 0.255414 0.271743 30 19
730 306496354 0 4143 0.255198 0.270777 30 28
731 306496354 0 4142 0.255696 0.270631 27 30
732 306496354 0 4140 0.25557 0.270937 16 23
733 306496354 0 4139 0.255049 0.270727 35 28
734 306496354 0 4136 0.25332 0.270097 33 19
735 306496354 0 4135 0.253413 0.26997 28 26
736 306496354 0 4136 0.253469 0.270099 27 24
737 306496354 0 4135 0.253517 0.270433 24 34
738 306496354 0 4136 0.252502 0.269924 38 31
739 306496354 0 4135 0.251825 0.26929 29 30
740 306496354 0 4136 0.251924 0.269646 30 31
741 306496354 0 4139 0.251205 0.268961 38 25
742 306496354 0 4138 0.251685 0.269222 28 28
743 306496354 0 4141 0.251511 0.268949 35 24
744 306496354 0 4140 0.251376 0.268216 28 24
745 306496354 0 4141 0.250291 0.268352 35 28
746 306496354 0 4144 0.250204 0.268186 35 31
747 306496354 0 4141 0.249591 0.267821 32 29
748 306496354 0 4145 0.249875 0.267879 31 26
749 306496354 0 4145 0.249075 0.267496 31 25
750 306496354 0 4148 0.248832 0.266876 36 28
751 306496354 0 4151 0.249212 0.266562 32 25
752 306496354 0 4153 0.24931 0.266782 29 24
753 306496354 0 4154 0.248564 0.26704 34 27
754 306496354 0 4153 0.248997 0.267296 29 30
755 306496354 0 4153 0.249174 0.267414 31 30
756 306496354 0 4150 0.24906 0.268279 25 30
757 306496354 0 4149 0.248815 0.267507 33 24
758 306496354 0 4145 0.248499 0.267734 26 29
759 306496354 0 4144 0.248265 0.267153 28 25
760 306496354 0 4142 0.248563 0.266611 29 32
761 306496354 0 4141 0.248758 0.26601 28 31
762 306496354 0 4144 0.247541 0.26572 35 24
763 306496354 0 4146 0.246603 0.265637 32 24
764 306496354 0 4145 0.246699 0.265613 29 32
765 306496354 0 4140 0.246521 0.265217 25 28
766 306496354 0 4140 0.246226 0.264607 27 23
767 306496354 0 4140 0.245866 0.265233 33 40
768 306496354 0 4141 0.245947 0.265446 26 26
769 306496354 0 4139 0.245397 0.264735 26 26
770 306496354 0 4141 0.244655 0.264151 31 27
771 306496354 0 4139 0.245446 0.263543 30 30
772 306496354 0 4139 0.246156 0.263945 24 28
773 306496354 0 4137 0.246614 0.2644 25 30
774 306496354 0 4137 0.24597 0.263827 35 31
775 306496354 0 4136 0.245506 0.26328 29 26
776 306496354 0 4136 0.245542 0.263072 28 25
777 306590899 94545 6072 0.0807471 0.0975214 9296 35
778 306682357 91458 6076 0.0855206 0.101933 27 119
779 306682357 0 6075 0.0913586 0.108326 33 180
780 306682357 0 6074 0.0985852 0.114246 25 177
781 306682357 0 6073 0.102949 0.119387 29 150
782 306682357 0 6072 0.108292 0.123871 31 155
783 306682357 0 6069 0.11323 0.129347 30 162
784 306682357 0 6067 0.120553 0.137698 34 216
785 306682357 0 6055 0.131962 0.148147 29 330
786 306682357 0 6030 0.155499 0.17088 32 632
787 306682357 0 5986 0.180305 0.195106 22 721
788 306682357 0 5960 0.194651 0.207604 22 404
789 306682357 0 5950 0.196884 0.210106 31 114
790 306682357 0 5946 0.199575 0.212291 25 87
791 306682357 0 5942 0.201536 0.214966 22 89
792 306682357 0 5935 0.203048 0.216384 32 83
793 306682357 0 5927 0.204193 0.217203 32 83
794 306682357 0 5922 0.205459 0.218476 34 77
795 306682357 0 5917 0.206797 0.219651 31 60
796 306682357 0 5913 0.207627 0.220884 27 60
797 306682357 0 5914 0.208203 0.221524 31 53
798 306682357 0 5911 0.208519 0.221249 38 49
799 306682357 0 5907 0.209153 0.221765 32 49
800 306682357 0 5908 0.209678 0.222853 35 50
801 306682357 0 5907 0.210479 0.223552 24 51
802 306682357 0 5908 0.21171 0.224654 28 56
803 306682357 0 5905 0.211902 0.225117 28 41
804 306682357 0 5903 0.213172 0.226023 29 55
805 306682357 0 5902 0.213551 0.226245 26 38
806 306682357 0 5900 0.21324 0.226351 36 37
807 306682357 0 5902 0.213943 0.227539 29 45
808 306682357 0 5903 0.214755 0.228398 28 44
809 306682357 0 5904 0.215244 0.228929 28 42
810 306682357 0 5901 0.215462 0.228333 24 31
811 306682357 0 5902 0.215638 0.22761 39 30
812 306682357 0 5900 0.214804 0.226889 38 29
813 306682357 0 5899 0.214987 0.227046 28 32
814 306682357 0 5900 0.214555 0.22666 35 27
815 306682357 0 5898 0.214466 0.226571 28 35
816 306682357 0 5901 0.214168 0.226864 35 36
817 306682357 0 5901 0.214923 0.226853 25 27
818 306682357 0 5900 0.214931 0.22654 28 27
819 306682357 0 5900 0.214978 0.22678 32 30
820 306682357 0 5899 0.214866 0.226587 34 30
821 306682357 0 5901 0.214662 0.226506 30 19
822 306682357 0 5901 0.215035 0.22633 36 31
823 306682357 0 5902 0.215921 0.227016 19 27
824 306682357 0 5900 0.216027 0.227302 31 44
825 306682357 0 5870 0.220866 0.23235 21 211
826 306682357 0 5781 0.240936 0.253173 24 723
827 306682357 0 5555 0.261454 0.27387 32 1095
828 306682357 0 5406 0.27095 0.284696 28 662
829 306682357 0 5350 0.273764 0.287326 36 236
830 306682357 0 5345 0.273973 0.287562 33 59
831 306682357 0 5343 0.274217 0.28772 27 31
832 306682357 0 5343 0.273736 0.287685 29 29
833 306682357 0 5342 0.273253 0.286486 39 25
834 306682357 0 5342 0.273641 0.286534 26 32
835 306682357 0 5343 0.272776 0.28592 35 19
836 306682357 0 5344 0.272924 0.286159 31 32
837 336949546 30267189 6684 0.0780264 0.0989782 8506 32
838 337071598 122052 6687 0.0814269 0.102332 29 109
839 337143259 71661 6687 0.088489 0.108489 25 200
840 337143259 0 6683 0.0940725 0.113635 31 163
841 337143259 0 6684 0.0993362 0.11928 30 150
842 337143259 0 6683 0.103916 0.123541 26 140
843 337143259 0 6680 0.108233 0.128295 35 171
844 337143259 0 6677 0.114629 0.135344 33 211
845 337143259 0 6671 0.124769 0.145246 32 329
846 337143259 0 6658 0.144415 0.164238 33 558
847 337143259 0 6625 0.16677 0.186426 27 706
848 337143259 0 6602 0.17796 0.197156 36 393
849 337143259 0 6593 0.181726 0.200879 33 141
850 337143259 0 6588 0.182636 0.202082 27 78
851 337143259 0 6587 0.183763 0.203847 33 79
852 337143259 0 6584 0.185632 0.205125 28 76
853 337143259 0 6582 0.187071 0.20583 33 69
854 337143259 0 6578 0.188078 0.206692 36 68
855 337143259 0 6578 0.189322 0.208369 35 61
856 337143259 0 6574 0.190468 0.210083 26 69
857 337143259 0 6570 0.191047 0.210565 28 53
858 337143259 0 6569 0.192502 0.211507 19 56
859 337143259 0 6563 0.192615 0.211688 37 48
860 337143259 0 6564 0.193175 0.212116 37 49
861 337143259 0 6561 0.193769 0.212513 30 45
862 337143259 0 6559 0.194296 0.212546 30 48
863 337143259 0 6557 0.195086 0.213927 29 59
864 337143259 0 6556 0.195673 0.214537 25 43
865 337143259 0 6556 0.195908 0.214885 36 43
866 337143259 0 6556 0.195853 0.214846 40 37
867 337143259 0 6555 0.196649 0.215348 34 46
868 337143259 0 6555 0.196631 0.215499 31 32
869 337143259 0 6554 0.197211 0.216066 28 41
870 337143259 0 6551 0.197131 0.215845 39 41
871 337143259 0 6550 0.197216 0.215542 31 35
872 337143259 0 6550 0.198348 0.21641 25 50
873 337143259 0 6542 0.200301 0.218281 34 96
874 337143259 0 6534 0.203991 0.222408 29 162
875 337143259 0 6505 0.210168 0.229155 27 273
876 337143259 0 6482 0.221455 0.240764 26 377
877 337143259 0 6442 0.232922 0.250631 36 402
878 337143259 0 6389 0.240971 0.259772 28 381
879 337143259 0 6362 0.245833 0.265246 36 229
880 337143259 0 6349 0.249514 0.268933 38 159
881 337143259 0 6347 0.251656 0.270915 31 90
882 337143259 0 6343 0.251972 0.271059 37 48
883 337143259 0 6343 0.252042 0.271813 23 39
884 337143259 0 6340 0.252632 0.27209 35 50
885 337143259 0 6296 0.255782 0.274632 31 204
886 337143259 0 6161 0.266666 0.284512 34 665
887 337143259 0 5918 0.283001 0.299486 36 1027
888 337143259 0 5757 0.290118 0.30637 28 606
889 337143259 0 5726 0.292761 0.310409 33 180
890 337143259 0 5719 0.292808 0.31008 31 43
891 337143259 0 5715 0.292532 0.309679 39 33
892 337143259 0 5712 0.292962 0.310503 27 37
893 337143259 0 5713 0.292473 0.309791 39 26
894 337143259 0 5712 0.292047 0.309505 37 35
895 337143259 0 5711 0.292054 0.309198 32 31
896 337143259 0 5711 0.292029 0.309466 32 39
897 337143259 0 5709 0.292051 0.309515 27 35
898 337143259 0 5705 0.292326 0.309663 23 34
899 337143259 0 5703 0.291933 0.309137 41 34
900 337143259 0 5701 0.292282 0.309823 28 43
901 337143259 0 5698 0.292356 0.309464 34 31
902 337143259 0 5698 0.292309 0.30961 30 32
903 337143259 0 5696 0.292004 0.30925 34 34
904 337143259 0 5693 0.292364 0.30993 21 33
905 337143259 0 5689 0.292533 0.310126 22 37
906 337143259 0 5689 0.292706 0.310361 24 33
907 337143259 0 5686 0.292667 0.310591 17 31
908 337143259 0 5686 0.292241 0.3103 30 20
909 337143259 0 5688 0.292053 0.310585 24 24
910 337143259 0 5687 0.292047 0.310084 33 33
911 337143259 0 5685 0.291743 0.310235 27 36
912 337143259 0 5682 0.292018 0.310574 29 37
913 337143259 0 5682 0.291421 0.310409 33 22
914 337143259 0 5680 0.29193 0.310989 23 39
915 337143259 0 5680 0.292204 0.311138 27 37
916 337143259 0 5679 0.292415 0.311404 24 36
917 337143259 0 5677 0.292143 0.311532 30 31
918 337143259 0 5675 0.292759 0.312031 20 40
919 337143259 0 5673 0.292856 0.312438 22 37
920 337143259 0 5669 0.293018 0.312311 22 35
921 337143259 0 5667 0.292889 0.312325 29 29
922 337143259 0 5667 0.292663 0.312217 25 27
923 337143259 0 5665 0.292968 0.312492 20 37
924 337143259 0 5660 0.292099 0.311908 34 36
925 337143259 0 5657 0.291616 0.311863 26 29
926 337143259 0 5653 0.292061 0.31206 27 39
927 337143259 0 5653 0.292517 0.312404 21 32
928 337143259 0 5651 0.293538 0.313296 15 40
929 337143259 0 5649 0.293501 0.313682 27 35
930 337143259 0 5648 0.293671 0.313906 31 38
931 337143259 0 5644 0.293481 0.313708 33 36
932 337143259 0 5638 0.293659 0.314078 23 41
933 337143259 0 5628 0.294753 0.315033 31 75
934 337143259 0 5575 0.295466 0.31497 13 157
935 337143259 0 5494 0.295828 0.31547 24 238
936 337143259 0 5370 0.294926 0.314539 19 327
937 337143259 0 5233 0.294291 0.313736 25 376
938 337143259 0 5084 0.289568 0.30818 30 318
939 337143259 0 4991 0.286311 0.304656 28 217
940 337143259 0 4931 0.28374 0.30309 30 159
941 337143259 0 4909 0.28298 0.302544 30 82
942 337143259 0 4904 0.282872 0.302276 23 45
943 337143259 0 4901 0.283914 0.302654 33 47
944 337143259 0 4898 0.283504 0.302532 29 34
945 337143259 0 4896 0.283319 0.302537 26 29
946 337143259 0 4895 0.283491 0.302902 27 33
947 337143259 0 4893 0.28406 0.303091 22 36
948 337143259 0 4888 0.284395 0.303222 23 36
949 337143259 0 4882 0.284547 0.304176 21 43
950 337143259 0 4879 0.285483 0.304516 29 41
951 337143259 0 4878 0.285655 0.30523 20 34
952 337143259 0 4874 0.286415 0.305874 19 38
953 337143259 0 4869 0.286313 0.306529 19 39
954 337143259 0 4866 0.286881 0.306887 27 43
955 337143259 0 4862 0.286867 0.306676 23 23
956 337143259 0 4860 0.287556 0.306961 20 32
957 337143259 0 4857 0.288201 0.307495 17 36
958 337143259 0 4857 0.289031 0.308111 17 33
959 337143259 0 4852 0.289074 0.307679 23 34
960 337143259 0 4849 0.289358 0.307724 12 24
961 337143259 0 4848 0.290276 0.308935 12 43
962 337143259 0 4843 0.291374 0.309632 14 45
963 337143259 0 4842 0.291839 0.310475 14 36
964 337143259 0 4840 0.292398 0.311169 19 40
965 337143259 0 4836 0.292962 0.312035 14 39
966 337143259 0 4833 0.293343 0.312083 19 25
967 337143259 0 4832 0.293494 0.312482 19 35
968 337143259 0 4830 0.293819 0.312877 16 35
969 337143259 0 4826 0.293738 0.31284 19 38
970 337143259 0 4824 0.293896 0.313201 26 34
971 337143259 0 4823 0.294672 0.313841 17 37
972 337143259 0 4821 0.294324 0.314005 26 30
973 337143259 0 4817 0.29456 0.313851 18 25
974 337143259 0 4815 0.294636 0.313858 22 28
975 337143259 0 4812 0.29491 0.314489 15 31
976 337143259 0 4807 0.294973 0.315218 19 35
977 337143259 0 4807 0.295489 0.315946 22 37
978 337143259 0 4805 0.295988 0.316115 19 30
979 337143259 0 4804 0.296465 0.31636 13 28
980 337143259 0 4799 0.297184 0.317097 13 37
981 337143259 0 4798 0.298226 0.317951 10 35
982 337143259 0 4798 0.29888 0.318251 25 37
983 337143259 0 4795 0.29906 0.318556 18 32
984 337143259 0 4795 0.299113 0.318686 29 31
985 337143259 0 4791 0.298507 0.318413 27 33
986 337143259 0 4787 0.298188 0.318279 21 34
987 337143259 0 4785 0.298636 0.318748 24 39
988 337143259 0 4782 0.299207 0.319313 16 35
989 337143259 0 4779 0.299745 0.319829 17 36
990 337143259 0 4778 0.300471 0.320577 26 46
991 337143259 0 4776 0.302075 0.322287 8 45
992 337143259 0 4770 0.30293 0.323737 14 50
993 337143259 0 4769 0.303126 0.324644 13 31
994 337143259 0 4769 0.30402 0.325617 16 34
995 337143259 0 4767 0.306039 0.326881 7 39
996 337143259 0 4766 0.307494 0.328045 10 38
997 337143259 0 5963 0.108746 0.129779 7621 33
998 337143259 0 5963 0.113816 0.134365 6 122
999 337143259 0 5963 0.122175 0.141882 12 185
